seed,n,method,kendall_tau_b_to_reference,top1_match,top3_set_match,n_adjacent_ties,mean_adjacent_score_gap
9,2,avg,0.9636363636,1,1,0,0.0572
9,2,bayes,0.9636363636,1,1,0,0.0286
9,2,pass_at_k_4capn,0.9272727273,0,1,0,0.0568
9,2,g_pass_at_k_tau_4capn_0.75,0.9636363636,1,1,0,0.058
9,2,mg_pass_at_k_4capn,0.9636363636,1,1,0,0.058
9,2,elo,0.7818181818,0,0,0,50.6376973
9,2,bradley_terry_davidson,0.9636363636,1,1,0,0.4154334342
9,2,rasch,0.9636363636,1,1,0,0.2886428711
9,2,borda,0.9636363636,1,1,0,230.45
9,2,pagerank,0.9636363636,1,1,0,0.004359138059
9,4,avg,0.9636363636,1,1,0,0.0553
9,4,bayes,0.9636363636,1,1,0,0.03686666667
9,4,pass_at_k_4capn,0.9272727273,0,1,0,0.0476
9,4,g_pass_at_k_tau_4capn_0.75,0.9636363636,1,1,0,0.0666
9,4,mg_pass_at_k_4capn,0.9636363636,1,1,0,0.0522
9,4,elo,0.6,0,0,0,50.81032365
9,4,bradley_terry_davidson,0.9636363636,1,1,0,0.3847271481
9,4,rasch,0.9636363636,1,1,0,0.2822540503
9,4,borda,0.9636363636,1,1,0,289.95
9,4,pagerank,0.9636363636,1,1,0,0.004219985249
9,8,avg,0.9636363636,1,1,0,0.0551
9,8,bayes,0.9636363636,1,1,0,0.04408
9,8,pass_at_k_4capn,0.9636363636,1,1,0,0.04548285714
9,8,g_pass_at_k_tau_4capn_0.75,0.9636363636,1,1,0,0.06636285714
9,8,mg_pass_at_k_4capn,0.9636363636,1,1,0,0.05274714286
9,8,elo,0.6363636364,1,0,0,51.2907383
9,8,bradley_terry_davidson,0.9636363636,1,1,0,0.3862645376
9,8,rasch,0.9636363636,1,1,0,0.2839444608
9,8,borda,0.9636363636,1,1,0,346.5
9,8,pagerank,0.9636363636,1,1,0,0.004190161234
9,16,avg,0.9636363636,1,1,0,0.0557125
9,16,bayes,0.9636363636,1,1,0,0.04952222222
9,16,pass_at_k_4capn,0.9636363636,1,1,0,0.04582604396
9,16,g_pass_at_k_tau_4capn_0.75,0.9636363636,1,1,0,0.06686384615
9,16,mg_pass_at_k_4capn,0.9636363636,1,1,0,0.05391247253
9,16,elo,0.6727272727,1,0,0,49.58084415
9,16,bradley_terry_davidson,0.9636363636,1,1,0,0.4008469345
9,16,rasch,0.9636363636,1,1,0,0.2909632944
9,16,borda,0.9636363636,1,1,0,395.05
9,16,pagerank,0.9636363636,1,1,0,0.004221669698
9,32,avg,0.9636363636,1,1,0,0.05618125
9,32,bayes,0.9636363636,1,1,0,0.05287647059
9,32,pass_at_k_4capn,0.9636363636,1,1,0,0.04566838154
9,32,g_pass_at_k_tau_4capn_0.75,0.9636363636,1,1,0,0.06771143493
9,32,mg_pass_at_k_4capn,0.9636363636,1,1,0,0.05474717186
9,32,elo,0.5636363636,1,0,0,52.548405
9,32,bradley_terry_davidson,0.9636363636,1,1,0,0.4088304093
9,32,rasch,0.9636363636,1,1,0,0.2950302945
9,32,borda,0.9636363636,1,1,0,432.25
9,32,pagerank,0.9636363636,1,1,0,0.004253551369
10,1,avg,0.9636363636,1,1,0,0.0576
10,1,bayes,0.9636363636,1,1,0,0.0192
10,1,pass_at_k_4capn,0.9636363636,1,1,0,0.0576
10,1,g_pass_at_k_tau_4capn_0.75,0.9636363636,1,1,0,0.0576
10,1,mg_pass_at_k_4capn,NaN,0,0,10,0
10,1,elo,0.5272727273,1,0,0,42.20992849
10,1,bradley_terry_davidson,0.9636363636,1,1,0,0.4138581639
10,1,rasch,0.9272727273,1,1,0,0.2848069047
10,1,borda,0.9636363636,1,1,0,158.4
10,1,pagerank,0.9636363636,1,1,0,0.00436534742
10,2,avg,0.9636363636,1,1,0,0.0558
10,2,bayes,0.9636363636,1,1,0,0.0279
10,2,pass_at_k_4capn,0.9636363636,1,1,0,0.0548
10,2,g_pass_at_k_tau_4capn_0.75,0.9636363636,1,1,0,0.0568
10,2,mg_pass_at_k_4capn,0.9636363636,1,1,0,0.0568
10,2,elo,0.5636363636,0,1,0,34.5789904
10,2,bradley_terry_davidson,0.9636363636,1,1,0,0.3884075352
10,2,rasch,0.9636363636,1,1,0,0.2782444801
10,2,borda,0.9636363636,1,1,0,222.85
10,2,pagerank,0.9636363636,1,1,0,0.004242893493
10,4,avg,0.9636363636,1,1,0,0.05595
10,4,bayes,0.9636363636,1,1,0,0.0373
10,4,pass_at_k_4capn,0.9636363636,1,0,0,0.042
10,4,g_pass_at_k_tau_4capn_0.75,1,1,1,0,0.0696
10,4,mg_pass_at_k_4capn,0.9636363636,1,1,0,0.0577
10,4,elo,0.4909090909,0,0,0,44.78845871
10,4,bradley_terry_davidson,0.9636363636,1,1,0,0.3961101515
10,4,rasch,0.9636363636,1,1,0,0.2833099458
10,4,borda,0.9636363636,1,1,0,291.85
10,4,pagerank,0.9636363636,1,1,0,0.004258522867
10,8,avg,1,1,1,0,0.056475
10,8,bayes,1,1,1,0,0.04518
10,8,pass_at_k_4capn,1,1,1,0,0.04254285714
10,8,g_pass_at_k_tau_4capn_0.75,1,1,1,0,0.07004285714
10,8,mg_pass_at_k_4capn,0.9636363636,1,1,0,0.0579
10,8,elo,0.5636363636,0,0,0,40.65216941
10,8,bradley_terry_davidson,1,1,1,0,0.4052040981
10,8,rasch,1,1,1,0,0.2898987175
10,8,borda,0.9636363636,1,1,0,354.7
10,8,pagerank,1,1,1,0,0.004293698173
10,16,avg,0.9636363636,1,1,0,0.0564375
10,16,bayes,0.9636363636,1,1,0,0.05016666667
10,16,pass_at_k_4capn,0.9636363636,1,1,0,0.04227725275
10,16,g_pass_at_k_tau_4capn_0.75,0.9636363636,1,1,0,0.06986461538
10,16,mg_pass_at_k_4capn,0.9636363636,1,1,0,0.05772796703
10,16,elo,0.6727272727,0,0,0,58.93460965
10,16,bradley_terry_davidson,0.9636363636,1,1,0,0.4051223143
10,16,rasch,0.9636363636,1,1,0,0.2928533139
10,16,borda,0.9636363636,1,1,0,400.5
10,16,pagerank,0.9636363636,1,1,0,0.004282990458
10,32,avg,0.9636363636,1,1,0,0.05649375
10,32,bayes,0.9636363636,1,1,0,0.05317058824
10,32,pass_at_k_4capn,1,1,1,0,0.04206192436
10,32,g_pass_at_k_tau_4capn_0.75,0.9636363636,1,1,0,0.06994835373
10,32,mg_pass_at_k_4capn,0.9636363636,1,1,0,0.05783442436
10,32,elo,0.6727272727,0,0,0,63.89655954
10,32,bradley_terry_davidson,0.9636363636,1,1,0,0.4068756787
10,32,rasch,0.9636363636,1,1,0,0.2947569774
10,32,borda,0.9636363636,1,1,0,431.8
10,32,pagerank,0.9636363636,1,1,0,0.004281796426
